id,hsk_level,chinese,pinyin,english
2955,4,填空,tiánkòng,Fill in the blanks
2956,4,挑,tiāo,choose; pick; select
2957,4,挑选,tiāo xuǎn,pick; choose; select; pick out
2958,4,调皮,tiáopí,naughty
2959,4,挑,tiǎo,lift up; raise; prick; incite
2960,4,挑战,tiǎozhàn,Dekaron
2961,4,贴,tiē,stick; paste; glue; nestle up to; keep close to
2962,4,停下,tíng xià,stop
2963,4,挺（动）,tǐng,stand; hold out; endure; stick out
2964,4,通知书,tōng zhī shū,notice
2965,4,同情,tóngqíng,Sympathy
2966,4,童话,tónghuà,fairy tale
2967,4,童年,tóng nián,childhood; babyhood
2968,4,统计,tǒngjì,Statistics
2969,4,统一,tǒngyī,Unified
2970,4,痛快,tòngkuài,"Happy, to one`s heart`s content"
2971,4,投,tóu,throw; fling; hurl; cast; drop; put in; send; go to
2972,4,投入,tóurù,put into
2973,4,投诉,tóusù,complaint
2974,4,投资,tóuzī,Investment
2975,4,透,tòu,penetrate; pass through; tell secretly; show; through
2976,4,透明,tòumíng,transparent
2977,4,图案,tú’àn,pattern
2978,4,途中,tú zhōng,on the way to; en route
2979,4,土地,tǔdì,land
2980,4,推迟,tuīchí,delay
2981,4,推销,tuīxiāo,promote sales
2982,4,脱,tuō,take off
2983,4,袜子,wàzi,Socks
2984,4,外汇,wài huì,foreign exchange; foreign currency
2985,4,外交官,wài jiāo guān,diplomat; diplomatist
2986,4,外套,wài tào,coat
2987,4,弯,wān,curved; bend; turn; crooked
2988,4,晚点,wǎn diǎn,late; behind schedule
2989,4,万一,wànyī,In case
2990,4,王,wáng,king; monarch; head; chief
2991,4,网络,wǎngluò,network
2992,4,网址,wǎng zhǐ,Internet site; website; URL
2993,4,微笑,wēixiào,Smile
2994,4,微信,wēi xìn,WeChat (a Chinese social app)
2995,4,围巾,wéijīn,scarf
2996,4,维持,wéichí,maintain
2997,4,维护,wéihù,protect
2998,4,维修,wéixiū,Repair
2999,4,尾巴,wěiba,tail
3000,4,未必,wèibì,not necessarily
3001,4,未来,wèilái,Future
3002,4,位于,wèiyú,Be located
3003,4,位置,wèizhì,position
3004,4,味儿,wèir,flavor; taste
3005,4,喂（动）,wèi,feed
3006,4,稳,wěn,steady; stable; sure; certain
3007,4,稳定,wěndìng,Stable
3008,4,问候,wènhòu,To greet
3009,4,无,wú,nothing
3010,4,无法,wú fǎ,unable; incapable
3011,4,无聊,wúliáo,Boring
3012,4,无论,wúlùn,no matter
3013,4,无数,wúshù,Countless
3014,4,无所谓,wúsuǒwèi,cannot be designated as
3015,4,无限,wú xiàn,infinite; limitless; unlimited
3016,4,五颜六色,wǔ yán liù sè,colourful; multicolored
3017,4,误会,wùhuì,Misunderstanding
3018,4,西瓜,xīguā,watermelon
3019,4,吸,xī,inhale; breathe; absorb; suck in
3020,4,吸管,xī guǎn,straw
3021,4,吸收,xīshōu,absorb
3022,4,吸烟,xī yān,smoke
3023,4,吸引,xīyǐn,Attract
3024,4,喜爱,xǐ ài,like; love; be fond of
3025,4,系列,xìliè,series
3026,4,系统,xìtǒng,system
3027,4,细,xì,thin; slender; delicate; careful; trifling
3028,4,细节,xìjié,details
3029,4,细致,xìzhì,careful
3030,4,下个月,xià gè yuè,next month
3031,4,下降,xià jiàng,decline; drop; decrease; fall; go down
3032,4,下楼,xià lóu,go downstairs; come downstairs
3033,4,下载,xiàzài,download
3034,4,夏季,xià jì,summer
3035,4,鲜,xiān,fresh; bright; delicious; little; rare
3036,4,鲜花,xiān huā,fresh flower
3037,4,鲜明,xiānmíng,distinct
3038,4,咸,xián,salty
3039,4,显著,xiǎnzhù,remarkable
3040,4,县,xiàn,county
3041,4,限制,xiànzhì,limit
3042,4,相处,xiāngchǔ,Get along with
3043,4,相反,xiāngfǎn,Contrary
3044,4,箱,xiāng,chest; box; case; trunk
3045,4,箱子,xiāng zi,chest; bin; box; case; trunk
3046,4,想念,xiǎngniàn,miss
3047,4,想象,xiǎngxiàng,imagine
3048,4,项,xiàng,term
3049,4,项目,xiàngmù,project
3050,4,相片,xiàng piàn,photo; photograph
3051,4,消化,xiāohuà,Digestion
3052,4,销售,xiāoshòu,Sale
3053,4,小吃,xiǎochī,snack
3054,4,小伙子,xiǎohuǒzi,Young fellow
3055,4,小型,xiǎo xíng,small-size; small-scale
3056,4,效率,xiàolǜ,efficiency
3057,4,些,xiē,some
3058,4,心理,xīnlǐ,Psychology
3059,4,新郎,xīnláng,Groom
3060,4,新娘,xīnniáng,Bride
3061,4,新鲜,xīnxiān,fresh
3062,4,新型,xīn xíng,new type; new kind
3063,4,兴奋,xīngfèn,Excitement
3064,4,形容,xíngróng,describe
3065,4,形势,xíngshì,situation
3066,4,型,xíng,mould; model; type; pattern
3067,4,型号,xíng hào,model; type; pattern
3068,4,醒,xǐng,wake up
3069,4,兴趣,xìng qù,interest
3070,4,性质,xìngzhì,Nature
3071,4,兄弟,xiōngdì,Brother
3072,4,胸部,xiōng bù,chest; thorax; breast
3073,4,修理,xiūlǐ,repair
3074,4,选择,xuǎnzé,Choice
3075,4,学分,xué fēn,credit; academic credit
3076,4,学年,xué nián,school year; academic year
3077,4,学时,xué shí,class hour; period
3078,4,学术,xuéshù,learning
3079,4,学问,xuéwen,knowledge
3080,4,寻找,xúnzhǎo,"Seek, look for"
3081,4,迅速,xùnsù,rapid
3082,4,牙,yá,tooth; ivory; tooth-like thing
3083,4,牙刷,yá shuā,toothbrush
3084,4,亚运会,yà yùn huì,Asian Games
3085,4,呀,ya,ah
3086,4,延长,yáncháng,extend
3087,4,延期,yánqī,Delay
3088,4,延续,yánxù,continue
3089,4,严,yán,strict; tight; severe; stern
3090,4,严格,yángé,strict
3091,4,严重,yánzhòng,serious
3092,4,研究,yánjiū,research
3093,4,研究生,yán jiū shēng,postgraduate; graduate student
3094,4,研制,yán zhì,prepare; manufacture; develop
3095,4,盐,yán,salt
3096,4,眼镜,yǎnjìng,glasses
3097,4,眼泪,yǎn lèi,tear; eyedrop
3098,4,眼里,yǎn lǐ,within one’s vision; in one’s eyes
3099,4,演讲,yǎnjiǎng,speech
3100,4,阳台,yángtái,balcony
3101,4,养成,yǎngchéng,Cultivate
3102,4,腰,yāo,waist
3103,4,摇,yáo,shake
3104,4,药物,yào wù,drug; medicine
3105,4,要（连）,yào,if
3106,4,业余,yèyú,amateur
3107,4,叶子,yèzi,Leaf
3108,4,医疗,yī liáo,medical treatment
3109,4,医学,yī xué,medical science; medicine
3110,4,依靠,yīkào,rely on; depend on
3111,4,依然,yīrán,still
3112,4,一律,yílǜ,all and singular
3113,4,一再,yízài,repeatedly
3114,4,一致,yízhì,Agreement
3115,4,移,yí,move; remove; shift; change; alter
3116,4,移动,yídòng,move
3117,4,移民,yímín,immigrant
3118,4,遗产,yíchǎn,heritage
3119,4,遗传,yíchuán,inheritance
3120,4,疑问,yíwèn,Doubt
3121,4,以及,yǐjí,as well as
3122,4,以内,yǐ nèi,within
3123,4,一般来说,yì bān lái shuō,generally speaking
3124,4,义务,yìwù,obligation
3125,4,议论,yìlùn,Discussion
3126,4,引,yǐn,lead; guide; draw; stretch; lure; attract; cause
3127,4,引导,yǐndǎo,guide
3128,4,引进,yǐn jìn,introduce from elsewhere; bring in; recommend
3129,4,引起,yǐnqǐ,cause
3130,4,应,yīng,should; ought to; answer; respond; promise
3131,4,英勇,yīngyǒng,heroic
3132,4,营业,yíngyè,Do business
3133,4,赢得,yíng dé,gain; win
3134,4,影子,yǐngzi,shadow
3135,4,勇敢,yǒnggǎn,Brave
3136,4,勇气,yǒngqì,courage
3137,4,用途,yòngtú,purpose
3138,4,优良,yōu liáng,fine; good; excellent
3139,4,优美,yōuměi,Graceful
3140,4,优秀,yōuxiù,excellent
3141,4,邮局,yóujú,Post Office
3142,4,有劲儿,yǒu jìnr,strong; energetic
3143,4,有趣,yǒuqù,interesting
3144,4,有限,yǒu xiàn,limited; finite
3145,4,幼儿园,yòu’éryuán,Kindergarten
3146,4,于是,yúshì,Therefore
3147,4,语法,yǔfǎ,grammar
3148,4,语音,yǔ yīn,voice
3149,4,玉,yù,jade
3150,4,玉米,yùmǐ,Corn
3151,4,预测,yù cè,forecast; prognosis
3152,4,预订,yùdìng,book; subscribe for
3153,4,遇,yù,meet; encounter
3154,4,遇到,yùdào,encounter
3155,4,遇见,yù jiàn,meet; come across
3156,4,原料,yuánliào,raw material
3157,4,原则,yuánzé,Principle
3158,4,圆,yuán,circular
3159,4,圆满,yuánmǎn,Satisfactorily
3160,4,约会,yuēhuì,Date
3161,4,月底,yuè dǐ,the end of a month
3162,4,阅读,yuèdú,Read
3163,4,运动会,yùn dòng huì,sports meeting
3164,4,运动员,yùn dòng yuán,athlete; sportsman
3165,4,运气,yùnqi,luck
3166,4,运用,yùnyòng,Application
3167,4,再三,zàisān,repeatedly
3168,4,在乎,zàihu,care about
3169,4,在于,zàiyú,rest with
3170,4,赞成,zànchéng,agree
3171,4,赞赏,zàn shǎng,praise; panegyrize; eulogize; admiration
3172,4,赞助,zànzhù,Sponsor
3173,4,造型,zàoxíng,style; modeling
3174,4,战斗,zhàndòu,Battle
3175,4,战胜,zhàn shèng,defeat; conquer
3176,4,战士,zhàn shì,warrior; soldier; fighter
3177,4,战争,zhànzhēng,War
3178,4,丈夫,zhàngfu,husband
3179,4,招呼,zhāo hu,call; hail; greet; glad-hand
3180,4,着,zhe,in process of
3181,4,着火,zháohuǒ,on fire
3182,4,着急,zháojí,Worry
3183,4,召开,zhàokāi,convene
3184,4,折,zhé,fracture
3185,4,针,zhēn,needle; injection
3186,4,针对,zhēnduì,In the light of
3187,4,阵,zhèn,front
3188,4,争论,zhēnglùn,debate
3189,4,征服,zhēngfú,Conquer
3190,4,征求,zhēngqiú,"seek, ask for"
3191,4,政府,zhèngfǔ,government
3192,4,政治,zhèngzhì,Politics
3193,4,之后,zhī hòu,later; after; afterwards
3194,4,之间,zhī jiān,between; among
3195,4,之前,zhī qián,before; prior to
3196,4,之一,zhī yī,one of
3197,4,支（动）,zhī,put up; protrude; support; send away
3198,4,植物,zhíwù,Botany
3199,4,指挥,zhǐhuī,command
3200,4,制订,zhì dìng,formulate; work out; map out
3201,4,质量,zhìliàng,quality
3202,4,治,zhì,rule; govern; manage; cure; treatment
3203,4,治疗,zhìliáo,Treatment
3204,4,智力,zhìlì,intelligence
3205,4,智能,zhìnéng,Intelligence
3206,4,中介,zhōngjiè,intermediary
3207,4,种类,zhǒnglèi,type
3208,4,中奖,zhòng jiǎng,win a lottery
3209,4,种,zhǒng,species
3210,4,种植,zhòngzhí,plant
3211,4,重量,zhòngliàng,weight
3212,4,逐步,zhúbù,gradually
3213,4,逐渐,zhújiàn,gradually
3214,4,主题,zhǔtí,theme
3215,4,主席,zhǔxí,Chairman
3216,4,祝福,zhùfú,blessing
3217,4,著名,zhùmíng,famous
3218,4,著作,zhùzuò,Work
3219,4,抓紧,zhuājǐn,Pay close attention to; grasp
3220,4,专心,zhuānxīn,Attentively
3221,4,转动,zhuǎn dòng,turn; move; turn round
3222,4,转告,zhuǎngào,Tell
3223,4,转身,zhuǎn shēn,turn round; face about
3224,4,转弯,zhuǎn wān,make a turn; turn a corner
3225,4,转移,zhuǎnyí,transfer
3226,4,装修,zhuāngxiū,decorate house
3227,4,装置,zhuāng zhì,device; equipment
3228,4,追求,zhuīqiú,Pursuit
3229,4,准时,zhǔnshí,on time
3230,4,资料,zīliào,data
3231,4,资源,zīyuán,Resources
3232,4,自,zì,from; since; self; oneself
3233,4,自信,zìxìn,self-confidence
3234,4,字母,zìmǔ,Letter
3235,4,综合,zōnghé,comprehensive
3236,4,总共,zǒnggòng,In total
3237,4,总理,zǒnglǐ,prime minister
3238,4,总统,zǒngtǒng,President
3239,4,总之,zǒngzhī,in short
3240,4,阻止,zǔzhǐ,prevent
3241,4,嘴巴,zuǐ ba,mouth
3242,4,最初,zuìchū,First
3243,4,作出,zuò chū,"make (a decision, etc.)"
3244,4,作为,zuòwéi,As
3245,4,做梦,zuò mèng,dream; daydream
3246,5,安慰,ānwèi,comfort
3247,5,岸,àn,bank
3248,5,岸上,àn shàng,ashore; shore; bank
3249,5,按摩,ànmó,massage
3250,5,拔,bá,pluck; pull out; draw; select; choose; extract
3251,5,白酒,bái jiǔ,Chinese Baijiu; liquor and spirits
3252,5,拜访,bàifǎng,visit
3253,5,版,bǎn,printing plate; edition; version
3254,5,扮演,bànyǎn,Play the role
3255,5,棒,bàng,stick；excellent
3256,5,包围,bāowéi,Surround
3257,5,包装,bāozhuāng,pack; put up; make up
3258,5,保卫,bǎowèi,Defend
3259,5,保养,bǎoyǎng,maintain
3260,5,报答,bàodá,reciprocate; pay back; repay
3261,5,报警,bàojǐng,call the police
3262,5,抱怨,bàoyuàn,Complain
3263,5,背包,bēi bāo,backpack; knapsack; rucksack; infantry pack
3264,5,悲剧,bēi jù,tragedy
3265,5,悲伤,bēi shāng,sad; sorrowful
3266,5,北极,běijí,arctic
3267,5,被动,bèidòng,passive
3268,5,辈,bèi,generation; lifetime
3269,5,本人,běnrén,oneself
3270,5,鼻子,bízi,nose
3271,5,比方,bǐfāng,Example
3272,5,比重,bǐzhòng,specific gravity; proportion
3273,5,彼此,bǐcǐ,each other
3274,5,必,bì,must; certainly; necessarily
3275,5,必需,bì xū,essential; indispensable
3276,5,毕竟,bìjìng,after all
3277,5,闭幕,bì mù,close; conclude; lower the curtain
3278,5,闭幕式,bì mù shì,closing ceremony
3279,5,边境,biānjìng,border; frontier
3280,5,编辑,biānjí,edit
3281,5,编辑,biānji,editor
3282,5,变动,biàn dòng,change; alteration; variation
3283,5,便利,biànlì,facilitate
3284,5,便条,biàntiáo,Note
3285,5,便于,biànyú,Easy to
3286,5,宾馆,bīnguǎn,hotel
3287,5,饼,bǐng,cake; cookie; pastry; round flat cake
3288,5,饼干,bǐnggān,Biscuits
3289,5,病毒,bìngdú,virus
3290,5,玻璃,bōli,Glass
3291,5,博客,bó kè,blog
3292,5,博览会,bólǎnhuì,exposition
3293,5,博士,bóshì,doctor
3294,5,博物馆,bówùguǎn,Museum
3295,5,薄弱,bóruò,weak
3296,5,不顾,búgù,disregard
3297,5,不利,bú lì,unfavourable; disadvantageous; harmful; detrimental
3298,5,不耐烦,búnàifán,Impatient
3299,5,不幸,bú xìng,misfortune; unfortunat; unfortunately
3300,5,不易,bú yì,not easy; difficult; tough
3301,5,补偿,bǔcháng,compensate
3302,5,补贴,bǔtiē,subsidy
3303,5,不曾,bù céng,never
3304,5,不得了,búdéliǎo,Very
3305,5,不敢当,bùgǎndāng,I really don’t deserve this.
3306,5,不良,bù liáng,bad; harmful; unhealthy
3307,5,不免,bùmiǎn,unavoidable
3308,5,不能不,bù néng bù,have to; cannot but
3309,5,不时,bùshí,now and then
3310,5,不停,bù tíng,without stop; non-stop
3311,5,不许,bù xǔ,not allow; must not; can’t
3312,5,不止,bùzhǐ,more than
3313,5,不足,bùzú,insufficient
3314,5,部位,bùwèi,part; section
3315,5,猜,cāi,guess
3316,5,猜测,cāi cè,guess; conjecture; surmise
3317,5,裁判,cáipàn,Referee
3318,5,采购,cǎigòu,Purchase
3319,5,彩票,cǎipiào,lottery
3320,5,餐馆,cān guǎn,restaurant
3321,5,餐厅,cāntīng,Restaurant
3322,5,餐饮,cān yǐn,catering; repast
3323,5,草原,cǎo yuán,grasslands; prairie
3324,5,册,cè,book (measure word)
3325,5,层次,céngcì,gradation; arrangement
3326,5,叉,chā,fork; cross
3327,5,叉子,chāzi,Fork
3328,5,差别,chābié,difference
3329,5,差距,chājù,disparity; distance
3330,5,插,chā,insert
3331,5,查询,chá xún,inquire; demand
3332,5,差（一）点儿,chā（yì）diǎnr,almost; nearly
3333,5,拆,chāi,Remove
3334,5,拆除,chāi chú,tear down; demolish; dismantle; remove
3335,5,产业,chǎnyè,industry
3336,5,长度,cháng dù,length; extent
3337,5,长寿,cháng shòu,long life; longevity
3338,5,肠,cháng,intestine; bowel; intestinal
3339,5,尝,cháng,taste
3340,5,尝试,chángshì,attempt
3341,5,厂长,chǎng zhǎng,factory director; plant manager
3342,5,场面,chǎngmiàn,scene
3343,5,倡导,chàngdǎo,Advocate
3344,5,超越,chāoyuè,Transcend
3345,5,车主,chē zhǔ,car owner
3346,5,称²（动）,chēng,call; say; name; commend; weigh
3347,5,称号,chēnghào,Title
3348,5,成本,chéngběn,cost
3349,5,成交,chéngjiāo,Deal
3350,5,成效,chéngxiào,"Results, effects"
3351,5,成语,chéngyǔ,idiom
3352,5,承办,chéngbàn,Undertake
3353,5,城里,chéng lǐ,inside the city; in town
3354,5,乘,chéng,ride
3355,5,乘车,chéng chē,riding; ride
3356,5,乘客,chéng kè,passenger
3357,5,乘坐,chéngzuò,ride
3358,5,吃力,chīlì,Sweaty
3359,5,池子,chí zi,pond; pool
3360,5,迟,chí,late; delayed; slow
3361,5,冲动,chōngdòng,impulse
3362,5,冲突,chōngtū,conflict
3363,5,充足,chōngzú,adequate
3364,5,愁,chóu,worry; be anxious
3365,5,丑,chǒu,ugly
3366,5,臭,chòu,smelly
3367,5,出版,chūbǎn,publish
3368,5,出差,chūchāi,A business travel
3369,5,出汗,chū hàn,sweat; sweating
3370,5,出于,chū yú,out of; start from; proceed from; stem
3371,5,初期,chū qī,prime; initial stage; early days
3372,5,除非,chúfēi,Unless
3373,5,除夕,chúxī,the New Year’s Eve
3374,5,厨房,chúfáng,Kitchen
3375,5,处罚,chǔ fá,punish; penalize; punishment
3376,5,处分,chǔfèn,prescription
3377,5,处在,chǔ zài,at; be in
3378,5,传达,chuándá,Convey
3379,5,传递,chuán dì,transmit; deliver; transfer
3380,5,传真,chuánzhēn,Fax
3381,5,窗帘,chuānglián,Window curtains
3382,5,闯,chuǎng,rush; dash
3383,5,创立,chuànglì,Found
3384,5,辞典,cí diǎn,dictionary
3385,5,辞职,cízhí,resign
3386,5,此后,cǐ hòu,after that; hereafter; henceforth
3387,5,此刻,cǐ kè,now; at the moment
3388,5,此时,cǐ shí,this moment; now
3389,5,聪明,cōngming,clever
3390,5,从而,cóng’ér,thus
3391,5,从中,cóng zhōng,from; therefrom
3392,5,脆,cuì,crisp; brittle; fragile; clear voice
3393,5,存款,cún kuǎn,deposit; bank savings
3394,5,寸,cùn,very short; a unit of length (=1/3 decimetre)
3395,5,达成,dáchéng,Reach
3396,5,答,dá,answer; reply; respond; return
3397,5,答复,dáfù,Reply
3398,5,打（介）,dǎ,from; since
3399,5,打扮,dǎban,dress up
3400,5,打包,dǎbāo,Pack
3401,5,打击,dǎjī,strike
3402,5,打架,dǎjià,Fight
3403,5,打扰,dǎrǎo,Disturb
3404,5,大胆,dà dǎn,bold; daring; audacious; audacity
3405,5,大都,dà dōu,for the most part; mostly
3406,5,大纲,dà gāng,outline; main point; compendium
3407,5,大伙儿,dàhuǒr,you all; everybody
3408,5,大奖赛,dà jiǎng sài,grand prix
3409,5,大脑,dà nǎo,cerebrum; brain
3410,5,大事,dà shì,event; in a big way
3411,5,大厅,dà tīng,hall
3412,5,大象,dàxiàng,Elephant
3413,5,大熊猫,dà xióng māo,panda; giant panda
3414,5,大于,dà yú,be greater than; more than
3415,5,大致,dàzhì,roughly
3416,5,呆,dāi,stay
3417,5,待,dāi,stay
3418,5,代价,dàijià,cost
3419,5,代理,dàilǐ,agent
3420,5,带有,dài yǒu,with; have; bear
3421,5,贷款,dàikuǎn,extend credit to; provide a loan
3422,5,单一,dān yī,single; unitary; sole
3423,5,胆,dǎn,courage; gut; bravery; gallbladder
3424,5,胆小,dǎn xiǎo,timid; cowardly
3425,5,蛋糕,dàngāo,Cake
3426,5,当场,dāngchǎng,On the spot
3427,5,当代,dāngdài,Contemporary
3428,5,当年,dāng nián,in those years; in those days
3429,5,当前,dāngqián,current
3430,5,当选,dāngxuǎn,be elected; come in
3431,5,挡,dǎng,block
3432,5,到来,dào lái,arrival; advent
3433,5,倒是,dào shì,on the contrary; contrariwise; actually
3434,5,道德,dàodé,Morality
3435,5,得了,dé le,stop it; hold it; got
3436,5,得以,dé yǐ,be able to
3437,5,等候,děnghòu,Wait
3438,5,等级,děngjí,grade; rank
3439,5,低于,dī yú,below; under
3440,5,地带,dì dài,zone; district; region
3441,5,地形,dì xíng,terrain; topography; orographic
3442,5,地震,dìzhèn,earthquake
3443,5,递,dì,Delivery
3444,5,递给,dì gěi,hand over; pass on
3445,5,典礼,diǎnlǐ,Ceremony
3446,5,点燃,diǎn rán,light; ignite; kindle
3447,5,电池,diànchí,Battery
3448,5,电饭锅,diàn fàn guō,rice cooker
3449,5,电子版,diàn zǐ bǎn,electronic edition
3450,5,调动,diàodòng,transfer
3451,5,丢,diū,lose
3452,5,动机,dòngjī,motivation
3453,5,动手,dòngshǒu,DIY
3454,5,动态,dòngtài,dynamic
3455,5,动员,dòngyuán,mobilization
3456,5,冻,dòng,freeze
3457,5,洞,dòng,hole
3458,5,豆制品,dòu zhì pǐn,bean products
3459,5,毒,dú,poison; toxin; narcotics; poisonous
3460,5,堆,duī,heap
3461,5,对立,duìlì,Opposition
3462,5,对应,duìyìng,Corresponding
3463,5,吨,dūn,ton
3464,5,朵,duǒ,classifier of flower
3465,5,躲,duǒ,hide; avoid; dodge
3466,5,儿女,ér nǚ,sons and daughters; children
3467,5,耳朵,ěrduo,Ears
3468,5,二维码,èr wéi mǎ,QR code
3469,5,发布,fābù,Release
3470,5,发觉,fājué,find
3471,5,发射,fāshè,launch
3472,5,发行,fāxíng,issue
3473,5,罚,fá,punish; penalize; punishment; retribution
3474,5,罚款,fákuǎn,forfeit; amerce; fine
3475,5,法规,fǎ guī,rule of law; statute; law
3476,5,法制,fǎ zhì,legal system
3477,5,繁荣,fánróng,Boom
3478,5,返回,fǎn huí,return; backtrack; go back
3479,5,防治,fángzhì,Prevention and cure
3480,5,放大,fàngdà,enlarge
3481,5,放弃,fàngqì,give up
3482,5,分成,fēn chéng,divide into; separate into
3483,5,分解,fēnjiě,decompose
3484,5,分类,fēn lèi,classify; assort; classification; sort
3485,5,分离,fēn lí,separate; sever; dissociate; detachment
3486,5,分析,fēnxī,Analysis
3487,5,分享,fēn xiǎng,share; partake
3488,5,丰收,fēngshōu,Have bumper harvest
3489,5,风度,fēngdù,Manner
3490,5,风光,fēngguāng,Scenery
3491,5,封（动）,fēng,seal; confer; envelop
3492,5,疯,fēng,mad; crazy; insane
3493,5,疯狂,fēngkuáng,Insane
3494,5,扶,fú,hold up
3495,5,服从,fúcóng,Obey
3496,5,幅,fú,classifier of picture
3497,5,幅度,fúdù,range; extent
3498,5,福利,fúlì,welfare
3499,5,辅助,fǔzhù,auxiliary
3500,5,负责人,fù zé rén,principal; person in charge
3501,5,附件,fùjiàn,Enclosure
3502,5,改革,gǎigé,reform
3503,5,干脆,gāncuì,simply
3504,5,干扰,gānrǎo,interfere
3505,5,干预,gānyù,intervene
3506,5,感想,gǎnxiǎng,Feel
3507,5,钢笔,gāng bǐ,pen; fountain pen
3508,5,钢琴,gāng qín,piano; pianoforte
3509,5,高大,gāo dà,tall; lofty
3510,5,高度,gāo dù,altitude; height; high; highly
3511,5,高跟鞋,gāo gēn xié,high-heeled shoes
3512,5,高温,gāo wēn,high temperature
3513,5,高于,gāo yú,higher than; overtop
3514,5,高原,gāo yuán,plateau; highland; tableland
3515,5,搞,gǎo,get
3516,5,搞好,gǎo hǎo,do well; make a good job of
3517,5,歌曲,gē qǔ,song
3518,5,隔壁,gébì,next door
3519,5,个儿,gèr,height; size; stature
3520,5,跟前,gēnqián,In front of
3521,5,跟随,gēnsuí,follow
3522,5,更换,gēng huàn,change; replace
3523,5,更新,gēngxīn,renovate; renew
3524,5,工艺,gōng yì,technology; craft
3525,5,工作日,gōng zuò rì,workday; working day
3526,5,公告,gōnggào,Notice
3527,5,公认,gōngrèn,Accepted
3528,5,公式,gōngshì,formula
3529,5,公正,gōngzhèng,fair
3530,5,共计,gòngjì,count up to; sum to
3531,5,共享,gòng xiǎng,enjoy together; share
3532,5,沟,gōu,ditch; gutter; trench; gully
3533,5,沟通,gōutōng,Communicate
3534,5,估计,gūjì,estimate
3535,5,古老,gǔ lǎo,ancient; old; age-old
3536,5,鼓,gǔ,drum; beat; rouse; bulging
3537,5,鼓励,gǔlì,encourage
3538,5,鼓掌,gǔzhǎng,applause
3539,5,顾问,gùwèn,adviser
3540,5,怪（动）,guài,blame
3541,5,关怀,guānhuái,Care
3542,5,关键,guānjiàn,crux
3543,5,冠军,guànjūn,Champion
3544,5,光荣,guāngróng,glory
3545,5,光线,guāng xiàn,light; optical line
3546,5,广,guǎng,broad; wide; vast; extensive; numerous; spread
3547,5,广泛,guǎngfàn,widely
3548,5,规划,guīhuà,Plan
3549,5,鬼,guǐ,ghost; spirit; apparition; dirty trick; terrible; smart
3550,5,柜子,guì zi,cupboard; cabinet; chest
3551,5,滚,gǔn,rolling
3552,5,锅,guō,pot
3553,5,国籍,guójí,nationality
3554,5,国民,guó mín,national
3555,5,过度,guòdù,excessive
3556,5,过敏,guòmǐn,allergy
3557,5,过于,guòyú,too; excessively
3558,5,害,hài,evil; harm; calamity; harmful; destructive; injurious; do harm
3559,5,汗,hàn,sweat
3560,5,好运,hǎo yùn,good luck
3561,5,号召,hàozhào,call
3562,5,合并,hébìng,merge
3563,5,合成,héchéng,Synthesis
3564,5,盒,hé,box; case
3565,5,盒饭,hé fàn,box lunch
3566,5,盒子,hézi,Box
3567,5,贺卡,hè kǎ,greeting card
3568,5,恨,hèn,hate
3569,5,猴,hóu,monkey
3570,5,后悔,hòuhuǐ,regret
3571,5,胡同儿,hú tòngr,alley; lane; bystreet
3572,5,胡子,hú zi,mustache; beard
3573,5,虎,hǔ,tiger
3574,5,华语,huá yǔ,the Chinese language; Chinese
3575,5,滑,huá,slippery
3576,5,化石,huàshí,Fossil
3577,5,划分,huàfēn,Divide
3578,5,画面,huà miàn,frames; picture
3579,5,环节,huánjié,link
3580,5,慌,huāng,panic; flurried; confused; flustered; awfully
3581,5,慌忙,huāng máng,hurried; hurry; hurry-scurry
3582,5,灰色,huī sè,gray; pessimistic
3583,5,恢复,huīfù,recovery
3584,5,回报,huíbào,Return
3585,5,回避,huíbì,obviate; slide over
3586,5,回顾,huígù,review; look back
3587,5,回收,huíshōu,recovery
3588,5,回头,huí tóu,turn one’s head; repent; later
3589,5,回信,huí xìn,reply; write in reply; letter in reply
3590,5,回忆,huíyì,Memory
3591,5,汇款,huì kuǎn,remittance; remit money
3592,5,会谈,huì tán,talks; conversation
3593,5,活力,huólì,energy; vigor
3594,5,活泼,huópō,lively
3595,5,火柴,huǒchái,Match
3596,5,火腿,huǒ tuǐ,ham
3597,5,火灾,huǒ zāi,fire; fire disaster
3598,5,或是,huò shì,or
3599,5,机器人,jī qì rén,robot
3600,5,机制,jī zhì,mechanism; machine-processed; machine-made
3601,5,肌肉,jīròu,muscle
3602,5,基地,jīdì,base
3603,5,基金,jījīn,fund
3604,5,即使,jíshǐ,even if
3605,5,集团,jítuán,group
3606,5,挤,jǐ,squeeze; press; crowd; push; crowded
3607,5,记忆,jìyì,memory
3608,5,技能,jì néng,technical ability; skill
3609,5,继承,jìchéng,inherit
3610,5,加热,jiā rè,heat; heating; calefaction
3611,5,加上,jiā shàng,plus; add; with the addition of
3612,5,加速,jiā sù,speed up; accelerate; quicken
3613,5,加以,jiā yǐ,moreover; in addition
3614,5,夹,jiā,clip; folder; press from both sides; place in between; mix
3615,5,甲,jiǎ,nail
3616,5,价,jià,price; value
3617,5,驾驶,jiàshǐ,Drive
3618,5,驾照,jià zhào,driving license
3619,5,坚定,jiāndìng,"Firm, steadfast"
3620,5,肩,jiān,shoulder
3621,5,艰苦,jiānkǔ,hard
3622,5,艰难,jiānnán,difficult
3623,5,检验,jiǎnyàn,test
